ONS ID,ONS region ID,Constituency,County name,Region name,Country name,Constituency type,Declaration time,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,WinningVotes,WinningShare,Majority,Con,Lab,LD,BRX,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14000763,E12000007,Islington North,London,London,England,Borough,13/12/2019 03:18,Jeremy,Corbyn,Male,Lab hold,Lab,LD,"75,162","53,805",227,"34,603",64.3%,"26,188","5,483","34,603","8,415",742,"4,326",0,0,0,0,0,0,0,236,0
E14000764,E12000007,Islington South and Finsbury,London,London,England,Borough,13/12/2019 03:05,Emily,Thornberry,Female,Lab hold,Lab,LD,"70,489","47,816",171,"26,897",56.3%,"17,328","8,045","26,897","9,569","1,136","1,987",0,0,0,0,0,0,0,182,0
W07000077,W92000004,Islwyn,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 02:01,Chris,Evans,Male,Lab hold,Lab,Con,"55,423","34,350",145,"15,356",44.7%,"5,464","9,892","15,356","1,313","4,834",669,0,"2,286",0,0,0,0,0,0,0
E14000765,E12000001,Jarrow,Tyne and Wear,North East,England,Borough,13/12/2019 01:30,Kate,Osborne,Female,Lab hold,Lab,Con,"65,103","40,736",91,"18,363",45.1%,"7,120","11,243","18,363","2,360","4,122",831,0,0,0,0,0,0,0,"3,817",0
E14000766,E12000003,Keighley,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 05:12,Robbie,Moore,Male,Con gain from Lab,Con,Lab,"72,778","52,600",276,"25,298",48.1%,"2,218","25,298","23,080","2,573",850,0,0,0,0,0,0,0,0,799,0
E14000767,E12000005,Kenilworth and Southam,Warwickshire,West Midlands,England,County,13/12/2019 03:32,Jeremy,Wright,Male,Con hold,Con,LD,"68,154","52,597",211,"30,351",57.7%,"20,353","30,351","9,440","9,998",0,"2,351",0,0,0,0,0,0,0,457,0
E14000768,E12000007,Kensington,London,London,England,Borough,13/12/2019 04:22,Felicity,Buchan,Female,Con gain from Lab,Con,Lab,"64,609","43,762",92,"16,768",38.3%,150,"16,768","16,618","9,312",384,535,0,0,0,0,0,0,0,145,0
E14000769,E12000004,Kettering,Northamptonshire,East Midlands,England,County,13/12/2019 01:23,Philip,Hollobone,Male,Con hold,Con,Lab,"73,164","49,361",155,"29,787",60.3%,"16,765","29,787","13,022","3,367",0,"1,543",0,0,0,0,0,0,0,"1,642",0
S14000040,S92000003,Kilmarnock and Loudoun,Scotland,Scotland,Scotland,County,13/12/2019 01:55,Alan,Brown,Male,SNP hold,SNP,Con,"74,517","47,631",138,"24,216",50.8%,"12,659","11,557","9,009","2,444",0,0,"24,216",0,0,0,0,0,0,405,0
E14000770,E12000007,Kingston and Surbiton,London,London,England,Borough,13/12/2019 03:12,Edward,Davey,Male,LD hold,LD,Con,"81,975","60,846",135,"31,103",51.1%,"10,489","20,614","6,528","31,103",788,"1,038",0,0,0,0,0,0,0,775,0
E14000771,E12000003,Kingston upon Hull East,Humberside,Yorkshire and The Humber,England,Borough,13/12/2019 03:06,Karl,Turner,Male,Lab hold,Lab,Con,"65,745","32,442",107,"12,713",39.2%,"1,239","11,474","12,713","1,707","5,764",784,0,0,0,0,0,0,0,0,0
E14000772,E12000003,Kingston upon Hull North,Humberside,Yorkshire and The Humber,England,Borough,13/12/2019 03:15,Diana,Johnson,Female,Lab hold,Lab,Con,"65,515","34,203",112,"17,033",49.8%,"7,593","9,440","17,033","2,084","4,771",875,0,0,0,0,0,0,0,0,0
E14000773,E12000003,Kingston upon Hull West and Hessle,Humberside,Yorkshire and The Humber,England,Borough,13/12/2019 04:01,Emma,Hardy,Female,Lab hold,Lab,Con,"60,192","31,356",80,"13,384",42.7%,"2,856","10,528","13,384","1,756","5,638",50,0,0,0,0,0,0,0,0,0
E14000774,E12000009,Kingswood,Avon,South West,England,Borough,13/12/2019 04:30,Chris,Skidmore,Male,Con hold,Con,Lab,"68,972","49,314",145,"27,712",56.2%,"11,220","27,712","16,492","3,421",0,"1,200",0,0,0,0,0,0,0,489,0
S14000041,S92000003,Kirkcaldy and Cowdenbeath,Scotland,Scotland,Scotland,County,13/12/2019 04:00,Neale,Hanvey,Male,SNP gain from Lab,SNP,Lab,"72,853","47,005",108,"16,568",35.2%,"1,243","9,449","15,325","2,903","1,132","1,628","16,568",0,0,0,0,0,0,0,0
E14000775,E12000002,Knowsley,Merseyside,North West,England,Borough,13/12/2019 01:46,George,Howarth,Male,Lab hold,Lab,Con,"84,082","54,938",133,"44,374",80.8%,"39,942","4,432","44,374","1,117","3,348","1,262",0,0,0,0,0,0,0,405,0
N06000009,N92000002,Lagan Valley,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 04:34,Jeffrey M.,Donaldson,Male,DUP hold,DUP,APNI,"75,735","45,405",184,"19,586",43.1%,"6,499",955,0,0,0,0,0,0,"19,586","1,098","1,758","8,606","13,087",315,0
S14000042,S92000003,Lanark and Hamilton East,Scotland,Scotland,Scotland,County,13/12/2019 02:23,Angela,Crawley,Female,SNP hold,SNP,Con,"77,659","53,072",129,"22,243",41.9%,"5,187","17,056","10,736","3,037",0,0,"22,243",0,0,0,0,0,0,0,0
E14000776,E12000002,Lancaster and Fleetwood,Lancashire,North West,England,County,13/12/2019 04:12,Cat,Smith,Female,Lab hold,Lab,Con,"70,059","45,219",128,"21,184",46.8%,"2,380","18,804","21,184","2,018","1,817","1,396",0,0,0,0,0,0,0,0,0
E14000777,E12000003,Leeds Central,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 03:11,Hilary,Benn,Male,Lab hold,Lab,Con,"90,971","49,284",160,"30,413",61.7%,"19,270","11,143","30,413","2,343","2,999","2,105",0,0,0,0,0,0,0,281,0
E14000778,E12000003,Leeds East,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 02:51,Richard,Burgon,Male,Lab hold,Lab,Con,"67,286","39,052",120,"19,464",49.8%,"5,531","13,933","19,464","1,796","2,981",878,0,0,0,0,0,0,0,0,0
E14000779,E12000003,Leeds North East,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 04:07,Fabian,Hamilton,Male,Lab hold,Lab,Con,"70,580","50,500",531,"29,024",57.5%,"17,089","11,935","29,024","5,665","1,769","1,931",0,0,0,0,0,0,0,176,0
E14000780,E12000003,Leeds North West,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 03:55,Alex,Sobel,Male,Lab hold,Lab,Con,"67,741","49,283",138,"23,971",48.6%,"10,749","13,222","23,971","9,397","1,304","1,389",0,0,0,0,0,0,0,0,0
E14000781,E12000003,Leeds West,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 03:46,Rachel,Reeves,Female,Lab hold,Lab,Con,"67,727","40,281",121,"22,186",55.1%,"10,564","11,622","22,186","1,787","2,685","1,274",0,0,0,0,0,0,0,727,0
E14000782,E12000004,Leicester East,Leicestershire,East Midlands,England,Borough,13/12/2019 02:02,Claudia,Webbe,Female,Lab hold,Lab,Con,"78,433","49,421",259,"25,090",50.8%,"6,019","19,071","25,090","2,800","1,243",888,0,0,0,0,0,0,0,329,0
E14000783,E12000004,Leicester South,Leicestershire,East Midlands,England,Borough,13/12/2019 01:47,Jonathan,Ashworth,Male,Lab hold,Lab,Con,"77,708","50,147",192,"33,606",67.0%,"22,675","10,931","33,606","2,754","1,187","1,669",0,0,0,0,0,0,0,0,0
E14000784,E12000004,Leicester West,Leicestershire,East Midlands,England,Borough,13/12/2019 02:13,Liz,Kendall,Female,Lab hold,Lab,Con,"64,940","34,775",151,"17,291",49.7%,"4,212","13,079","17,291","1,808","1,620",977,0,0,0,0,0,0,0,0,0
E14000785,E12000002,Leigh,Greater Manchester,North West,England,County,13/12/2019 01:59,James,Grundy,Male,Con gain from Lab Coop,Con,Lab,"77,417","46,979",168,"21,266",45.3%,"1,965","21,266","19,301","2,252","3,161",0,0,0,0,0,0,0,0,999,0
E14000786,E12000008,Lewes,East Sussex,South East,England,County,13/12/2019 05:06,Maria,Caulfield,Female,Con hold,Con,LD,"71,503","54,851",144,"26,268",47.9%,"2,457","26,268","3,206","23,811",0,"1,453",0,0,0,0,0,0,0,113,0
E14000789,E12000007,"Lewisham, Deptford",London,London,England,Borough,13/12/2019 02:36,Vicky,Foxcroft,Female,Lab hold,Lab,Con,"80,631","55,368",236,"39,216",70.8%,"32,913","6,303","39,216","5,774",789,"3,085",0,0,0,0,0,0,0,201,0
E14000787,E12000007,Lewisham East,London,London,England,Borough,13/12/2019 01:55,Janet,Daby,Female,Lab hold,Lab,Con,"67,857","44,815",139,"26,661",59.5%,"17,008","9,653","26,661","5,039","1,234","1,706",0,0,0,0,0,0,0,522,0
E14000788,E12000007,Lewisham West and Penge,London,London,England,Borough,13/12/2019 02:11,Ellie,Reeves,Female,Lab hold,Lab,Con,"74,617","52,100",192,"31,860",61.2%,"21,543","10,317","31,860","6,260","1,060","2,390",0,0,0,0,0,0,0,213,0
E14000790,E12000007,Leyton and Wanstead,London,London,England,County,13/12/2019 02:05,John,Cryer,Male,Lab hold,Lab,Con,"64,852","44,547",174,"28,836",64.7%,"20,808","8,028","28,836","4,666",785,"1,805",0,0,0,0,0,0,0,427,0
E14000791,E12000005,Lichfield,Staffordshire,West Midlands,England,County,13/12/2019 02:49,Michael,Fabricant,Male,Con hold,Con,Lab,"76,616","53,993",240,"34,844",64.5%,"23,638","34,844","11,206","5,632",0,"1,743",0,0,0,0,0,0,0,568,0
E14000792,E12000004,Lincoln,Lincolnshire,East Midlands,England,Borough,13/12/2019 03:48,Karl,McCartney,Male,Con gain from Lab,Con,Lab,"74,942","50,629",134,"24,267",47.9%,"3,514","24,267","20,753","2,422","1,079","1,195",0,0,0,0,0,0,0,913,0
S14000043,S92000003,Linlithgow and East Falkirk,Scotland,Scotland,Scotland,County,13/12/2019 04:09,Martyn,Day,Male,SNP hold,SNP,Con,"87,044","57,775",105,"25,551",44.2%,"11,266","14,285","10,517","4,393","1,257","1,184","25,551",0,0,0,0,0,0,588,0
E14000793,E12000002,"Liverpool, Riverside",Merseyside,North West,England,Borough,13/12/2019 02:34,Kim,Johnson,Female,Lab hold,Lab,Con,"80,310","52,789",242,"41,170",78.0%,"37,043","4,127","41,170","2,696","1,779","3,017",0,0,0,0,0,0,0,0,0
E14000794,E12000002,"Liverpool, Walton",Merseyside,North West,England,Borough,13/12/2019 02:41,Dan,Carden,Male,Lab hold,Lab,Con,"62,628","40,786",195,"34,538",84.7%,"30,520","4,018","34,538",756,0,814,0,0,0,0,0,0,0,660,0
E14000795,E12000002,"Liverpool, Wavertree",Merseyside,North West,England,Borough,13/12/2019 02:58,Paula,Barker,Female,Lab hold,Lab,Con,"63,458","43,377",141,"31,310",72.2%,"27,085","4,225","31,310","4,055","1,921","1,365",0,0,0,0,0,0,0,501,0
E14000796,E12000002,"Liverpool, West Derby",Merseyside,North West,England,Borough,13/12/2019 02:50,Ian,Byrne,Male,Lab hold,Lab,Con,"65,640","43,989",93,"34,117",77.6%,"29,984","4,133","34,117","1,296","2,012",605,0,0,0,0,0,0,0,"1,826",0
S14000044,S92000003,Livingston,Scotland,Scotland,Scotland,County,13/12/2019 03:57,Hannah,Bardell,Female,SNP hold,SNP,Con,"82,285","54,592",146,"25,617",46.9%,"13,435","12,182","11,915","3,457",0,"1,421","25,617",0,0,0,0,0,0,0,0
W07000045,W92000004,Llanelli,Dyfed,Wales,Wales,County,13/12/2019 02:12,Nia,Griffith,Female,Lab hold,Lab,Con,"60,518","38,233",152,"16,125",42.2%,"4,670","11,455","16,125",0,"3,605",0,0,"7,048",0,0,0,0,0,0,0
E14000797,E12000004,Loughborough,Leicestershire,East Midlands,England,County,13/12/2019 04:52,Jane,Hunt,Female,Con hold,Con,Lab,"79,764","54,631",220,"27,954",51.2%,"7,169","27,954","20,785","4,153",0,"1,504",0,0,0,0,0,0,0,235,0
E14000798,E12000004,Louth and Horncastle,Lincolnshire,East Midlands,England,County,13/12/2019 03:27,Victoria,Atkins,Female,Con hold,Con,Lab,"79,634","52,332",286,"38,021",72.7%,"28,868","38,021","9,153","4,114",0,0,0,0,0,0,0,0,0,"1,044",0
E14000799,E12000005,Ludlow,Shropshire,West Midlands,England,County,13/12/2019 04:18,Philip,Dunne,Male,Con hold,Con,LD,"69,444","50,225",259,"32,185",64.1%,"23,648","32,185","7,591","8,537",0,"1,912",0,0,0,0,0,0,0,0,0
E14000800,E12000006,Luton North,Bedfordshire,East of England,England,Borough,13/12/2019 03:00,Sarah,Owen,Female,Lab hold,Lab,Con,"68,185","42,589",155,"23,496",55.2%,"9,247","14,249","23,496","2,063","1,215",771,0,0,0,0,0,0,0,795,0
E14000801,E12000006,Luton South,Bedfordshire,East of England,England,Borough,13/12/2019 02:47,Rachel,Hopkins,Female,Lab hold,Lab,Con,"69,338","42,064",175,"21,787",51.8%,"8,756","13,031","21,787",0,"1,601",995,0,0,0,0,0,0,0,"4,650",0
E14000802,E12000002,Macclesfield,Cheshire,North West,England,County,13/12/2019 04:06,David,Rutley,Male,Con hold,Con,Lab,"76,216","53,867",237,"28,292",52.5%,"10,711","28,292","17,581","5,684",0,"2,310",0,0,0,0,0,0,0,0,0
E14000803,E12000008,Maidenhead,Berkshire,South East,England,County,13/12/2019 03:34,Theresa,May,Female,Con hold,Con,LD,"76,668","56,492",278,"32,620",57.7%,"18,846","32,620","7,882","13,774",0,"2,216",0,0,0,0,0,0,0,0,0
E14000804,E12000008,Maidstone and The Weald,Kent,South East,England,County,13/12/2019 03:54,Helen,Grant,Female,Con hold,Con,Lab,"76,109","51,680",261,"31,220",60.4%,"21,772","31,220","9,448","8,482",0,"2,172",0,0,0,0,0,0,0,358,0
E14000805,E12000002,Makerfield,Greater Manchester,North West,England,County,13/12/2019 01:41,Yvonne,Fovargue,Female,Lab hold,Lab,Con,"74,190","44,259",161,"19,954",45.1%,"4,740","15,214","19,954","2,108","5,817","1,166",0,0,0,0,0,0,0,0,0
E14000806,E12000006,Maldon,Essex,East of England,England,County,13/12/2019 05:12,John,Whittingdale,Male,Con hold,Con,Lab,"72,438","50,408",236,"36,304",72.0%,"30,041","36,304","6,263","5,990",0,"1,851",0,0,0,0,0,0,0,0,0
E14000807,E12000002,Manchester Central,Greater Manchester,North West,England,Borough,13/12/2019 04:13,Lucy,Powell,Female,Lab hold,Lab,Con,"92,247","52,289",193,"36,823",70.4%,"29,089","7,734","36,823","3,420","2,335","1,870",0,0,0,0,0,0,0,107,0
E14000808,E12000002,"Manchester, Gorton",Greater Manchester,North West,England,Borough,13/12/2019 04:44,Afzal,Khan,Male,Lab hold,Lab,Con,"76,419","44,545",147,"34,583",77.6%,"30,339","4,244","34,583","2,448","1,573","1,697",0,0,0,0,0,0,0,0,0
E14000809,E12000002,"Manchester, Withington",Greater Manchester,North West,England,Borough,13/12/2019 04:36,Jeff,Smith,Male,Lab hold,Lab,LD,"76,530","52,995",181,"35,902",67.7%,"27,905","5,820","35,902","7,997","1,308","1,968",0,0,0,0,0,0,0,0,0
E14000810,E12000004,Mansfield,Nottinghamshire,East Midlands,England,County,13/12/2019 03:54,Ben,Bradley,Male,Con hold,Con,Lab,"77,131","49,273",157,"31,484",63.9%,"16,306","31,484","15,178","1,626",0,0,0,0,0,0,0,0,0,985,0
E14000811,E12000008,Meon Valley,Hampshire,South East,England,County,13/12/2019 04:51,Flick,Drummond,Female,Con hold,Con,LD,"75,737","54,829",211,"35,271",64.3%,"23,555","35,271","5,644","11,716",0,"2,198",0,0,0,0,0,0,0,0,0
E14000812,E12000005,Meriden,West Midlands,West Midlands,England,County,13/12/2019 01:59,Saqib,Bhatti,Male,Con hold,Con,Lab,"85,368","54,161",236,"34,358",63.4%,"22,836","34,358","11,522","5,614",0,"2,667",0,0,0,0,0,0,0,0,0
W07000071,W92000004,Merthyr Tydfil and Rhymney,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 02:51,Gerald,Jones,Male,Lab hold,Lab,Con,"56,322","32,246",83,"16,913",52.4%,"10,606","6,307","16,913","1,116","3,604",0,0,"2,446",0,0,0,0,0,"1,860",0
E14000813,E12000006,Mid Bedfordshire,Bedfordshire,East of England,England,County,13/12/2019 03:09,Nadine,Dorries,Female,Con hold,Con,Lab,"87,795","64,717",225,"38,692",59.8%,"24,664","38,692","14,028","8,171",0,"2,478",0,0,0,0,0,0,0,"1,348",0
E14000814,E12000004,Mid Derbyshire,Derbyshire,East Midlands,England,County,13/12/2019 05:39,Pauline,Latham,Female,Con hold,Con,Lab,"67,442","49,356",197,"29,027",58.8%,"15,385","29,027","13,642","4,756",0,"1,931",0,0,0,0,0,0,0,0,0
E14000819,E12000001,Middlesbrough,Cleveland,North East,England,Borough,13/12/2019 00:25,Andy,McDonald,Male,Lab hold,Lab,Con,"60,764","34,097",85,"17,207",50.5%,"8,395","8,812","17,207",816,"2,168",546,0,0,0,0,0,0,0,"4,548",0
E14000820,E12000001,Middlesbrough South and East Cleveland,Cleveland,North East,England,County,13/12/2019 02:58,Simon,Clarke,Male,Con hold,Con,Lab,"72,348","47,817",180,"28,135",58.8%,"11,626","28,135","16,509","1,953",0,"1,220",0,0,0,0,0,0,0,0,0
E14000815,E12000009,Mid Dorset and North Poole,Dorset,South West,England,County,13/12/2019 04:48,Michael,Tomlinson,Male,Con hold,Con,LD,"65,427","48,930",152,"29,548",60.4%,"14,898","29,548","3,402","14,650",0,"1,330",0,0,0,0,0,0,0,0,0
S14000045,S92000003,Midlothian,Scotland,Scotland,Scotland,County,13/12/2019 02:41,Owen,Thompson,Male,SNP gain from Lab,SNP,Lab,"70,544","48,221",140,"20,033",41.5%,"5,705","10,467","14,328","3,393",0,0,"20,033",0,0,0,0,0,0,0,0
E14000816,E12000006,Mid Norfolk,Norfolk,East of England,England,County,13/12/2019 02:46,George,Freeman,Male,Con hold,Con,Lab,"82,203","56,186",335,"35,051",62.4%,"22,594","35,051","12,457","7,739",0,0,0,0,0,0,0,0,0,939,0
E14000817,E12000008,Mid Sussex,West Sussex,South East,England,County,13/12/2019 04:05,Mims,Davies,Female,Con hold,Con,LD,"85,146","62,762",222,"33,455",53.3%,"18,197","33,455","11,218","15,258",0,"2,234",0,0,0,0,0,0,0,597,0
N06000010,N92000002,Mid Ulster,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 02:55,Francie,Molloy,Male,SF hold,SF,DUP,"70,449","44,620",348,"20,473",45.9%,"9,537",0,0,0,0,0,0,0,"10,936","20,473","6,384","2,611","3,526",690,0
E14000818,E12000005,Mid Worcestershire,Hereford and Worcester,West Midlands,England,County,13/12/2019 02:37,Nigel,Huddleston,Male,Con hold,Con,Lab,"78,220","56,123",204,"37,426",66.7%,"28,018","37,426","9,408","6,474",0,"2,177",0,0,0,0,0,0,0,638,0
E14000821,E12000008,Milton Keynes North,Buckinghamshire,South East,England,County,13/12/2019 04:31,Ben,Everitt,Male,Con hold,Con,Lab,"91,545","62,543",237,"30,938",49.5%,"6,255","30,938","24,683","4,991",0,"1,931",0,0,0,0,0,0,0,0,0
E14000822,E12000008,Milton Keynes South,Buckinghamshire,South East,England,Borough,13/12/2019 04:40,Iain,Stewart,Male,Con hold,Con,Lab,"96,363","64,007",181,"32,011",50.0%,"6,944","32,011","25,067","4,688",0,"1,495",0,0,0,0,0,0,0,746,0
E14000823,E12000007,Mitcham and Morden,London,London,England,Borough,13/12/2019 03:02,Siobhain,McDonagh,Female,Lab hold,Lab,Con,"70,021","45,741",104,"27,964",61.1%,"16,482","11,482","27,964","3,717","1,202","1,160",0,0,0,0,0,0,0,216,0
E14000824,E12000008,Mole Valley,Surrey,South East,England,County,13/12/2019 03:52,Paul,Beresford,Male,Con hold,Con,LD,"74,665","57,110",194,"31,656",55.4%,"12,041","31,656","2,965","19,615",0,"1,874",0,0,0,0,0,0,0,"1,000",0
W07000054,W92000004,Monmouth,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 03:36,David T. C.,Davies,Male,Con hold,Con,Lab,"67,098","50,217",136,"26,160",52.1%,"9,982","26,160","16,178","4,909",0,"1,353",0,"1,182",0,0,0,0,0,435,0
W07000063,W92000004,Montgomeryshire,Powys,Wales,Wales,County,13/12/2019 03:32,Craig,Williams,Male,Con hold,Con,LD,"48,997","34,214",213,"20,020",58.5%,"12,138","20,020","5,585","7,882",0,0,0,0,0,0,0,0,0,727,0
S14000046,S92000003,Moray,Scotland,Scotland,Scotland,County,13/12/2019 03:16,Douglas,Ross,Male,Con hold,Con,SNP,"71,035","48,825",92,"22,112",45.3%,513,"22,112","2,432","2,269",0,0,"21,599",0,0,0,0,0,0,413,0
E14000825,E12000002,Morecambe and Lunesdale,Lancashire,North West,England,County,13/12/2019 04:14,David,Morris,Male,Con hold,Con,Lab,"67,397","45,310",138,"23,925",52.8%,"6,354","23,925","17,571","2,328",0,938,0,0,0,0,0,0,0,548,0
E14000826,E12000003,Morley and Outwood,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:25,Andrea,Jenkyns,Female,Con hold,Con,Lab,"78,803","51,930",191,"29,424",56.7%,"11,267","29,424","18,157","2,285",0,"1,107",0,0,0,0,0,0,0,957,0
S14000047,S92000003,Motherwell and Wishaw,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:43,Marion,Fellows,Female,SNP hold,SNP,Lab,"68,856","44,420",93,"20,622",46.4%,"6,268","7,150","14,354","1,675",0,0,"20,622",0,0,0,0,0,0,619,0
S14000027,S92000003,Na h-Eileanan An Iar,Scotland,Scotland,Scotland,County,13/12/2019 02:37,Angus Brendan,MacNeil,Male,SNP hold,SNP,Lab,"21,106","14,477",65,"6,531",45.1%,"2,438","3,216","4,093",637,0,0,"6,531",0,0,0,0,0,0,0,0
W07000069,W92000004,Neath,West Glamorgan,Wales,Wales,County,13/12/2019 03:03,Christina,Rees,Female,Lab hold,Lab,Con,"56,419","36,756",107,"15,920",43.3%,"5,637","10,283","15,920","1,485","3,184",728,0,"4,495",0,0,0,0,0,661,0
E14000829,E12000004,Newark,Nottinghamshire,East Midlands,England,County,13/12/2019 03:40,Robert,Jenrick,Male,Con hold,Con,Lab,"75,850","54,762",259,"34,660",63.3%,"21,816","34,660","12,844","5,308",0,"1,950",0,0,0,0,0,0,0,0,0
E14000830,E12000008,Newbury,Berkshire,South East,England,County,13/12/2019 03:09,Laura,Farris,Female,Con hold,Con,LD,"83,414","59,998",190,"34,431",57.4%,"16,047","34,431","4,404","18,384",0,"2,454",0,0,0,0,0,0,0,325,0
E14000834,E12000005,Newcastle-Under-Lyme,Staffordshire,West Midlands,England,Borough,13/12/2019 04:45,Aaron,Bell,Male,Con gain from Lab,Con,Lab,"68,211","44,739",140,"23,485",52.5%,"7,446","23,485","16,039","2,361","1,921",933,0,0,0,0,0,0,0,0,0
E14000831,E12000001,Newcastle Upon Tyne Central,Tyne and Wear,North East,England,Borough,12/12/2019 23:27,Chi,Onwurah,Female,Lab hold,Lab,Con,"57,845","37,474",137,"21,568",57.6%,"12,278","9,290","21,568","2,709","2,542","1,365",0,0,0,0,0,0,0,0,0
E14000832,E12000001,Newcastle Upon Tyne East,Tyne and Wear,North East,England,Borough,13/12/2019 00:05,Nicholas,Brown,Male,Lab hold,Lab,Con,"63,796","43,365",233,"26,049",60.1%,"15,463","10,586","26,049","4,535",0,"2,195",0,0,0,0,0,0,0,0,0
E14000833,E12000001,Newcastle Upon Tyne North,Tyne and Wear,North East,England,Borough,13/12/2019 00:46,Catherine,McKinnell,Female,Lab hold,Lab,Con,"68,486","46,999",119,"21,354",45.4%,"5,765","15,589","21,354","4,357","4,331","1,368",0,0,0,0,0,0,0,0,0
E14000827,E12000008,New Forest East,Hampshire,South East,England,County,13/12/2019 02:14,Julian,Lewis,Male,Con hold,Con,Lab,"73,549","50,786",189,"32,769",64.5%,"25,251","32,769","7,518","7,390",0,"2,434",0,0,0,0,0,0,0,675,0
E14000828,E12000008,New Forest West,Hampshire,South East,England,County,13/12/2019 02:55,Desmond,Swayne,Male,Con hold,Con,LD,"70,869","50,306",250,"32,113",63.8%,"24,403","32,113","6,595","7,710",0,"3,888",0,0,0,0,0,0,0,0,0
W07000055,W92000004,Newport East,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 02:49,Jessica,Morden,Female,Lab hold,Lab,Con,"58,554","36,282",80,"16,125",44.4%,"1,992","14,133","16,125","2,121","2,454",577,0,872,0,0,0,0,0,0,0
W07000056,W92000004,Newport West,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 02:58,Ruth,Jones,Female,Lab hold,Lab,Con,"66,657","43,433",130,"18,977",43.7%,902,"18,075","18,977","2,565","1,727",902,0,"1,187",0,0,0,0,0,0,0
N06000011,N92000002,Newry and Armagh,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 05:05,Mickey,Brady,Male,SF hold,SF,DUP,"81,226","50,779",341,"20,287",40.0%,"9,287",0,0,0,0,0,0,0,"11,000","20,287","9,449","4,204","4,211","1,628",0
E14000835,E12000009,Newton Abbot,Devon,South West,England,County,13/12/2019 02:49,Anne Marie,Morris,Female,Con hold,Con,LD,"72,529","52,556",182,"29,190",55.5%,"17,501","29,190","9,329","11,689",0,"1,508",0,0,0,0,0,0,0,840,0
E14000836,E12000003,"Normanton, Pontefract and Castleford",West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:01,Yvette,Cooper,Female,Lab hold,Lab,Con,"84,527","48,259",127,"18,297",37.9%,"1,276","17,021","18,297","3,147","8,032",0,0,0,0,0,0,0,0,"1,762",0
E14000861,E12000004,Northampton North,Northamptonshire,East Midlands,England,Borough,13/12/2019 04:17,Michael,Ellis,Male,Con hold,Con,Lab,"58,768","39,539",120,"21,031",53.2%,"5,507","21,031","15,524","2,031",0,953,0,0,0,0,0,0,0,0,0
E14000862,E12000004,Northampton South,Northamptonshire,East Midlands,England,Borough,13/12/2019 03:44,Andrew,Lewer,Male,Con hold,Con,Lab,"62,163","40,835",122,"20,914",51.2%,"4,697","20,914","16,217","2,482",0,"1,222",0,0,0,0,0,0,0,0,0
N06000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 04:54,Ian,Paisley,Male,DUP hold,DUP,UUP,"77,134","44,051",304,"20,860",47.4%,"12,721",0,0,0,0,0,0,0,"20,860","5,632","2,943","8,139","6,231",246,0
S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,Scotland,County,13/12/2019 02:56,Patricia,Gibson,Female,SNP hold,SNP,Con,"73,534","48,154",115,"23,376",48.5%,"8,521","14,855","6,702","2,107",0,"1,114","23,376",0,0,0,0,0,0,0,0
E14000837,E12000009,North Cornwall,Cornwall,South West,England,County,13/12/2019 05:30,Scott,Mann,Male,Con hold,Con,LD,"69,935","51,678",256,"30,671",59.4%,"14,752","30,671","4,516","15,919",0,0,0,0,0,0,0,0,0,572,0
E14000838,E12000009,North Devon,Devon,South West,England,County,13/12/2019 03:40,Selaine,Saxby,Female,Con hold,Con,LD,"75,859","55,581",166,"31,479",56.6%,"14,813","31,479","5,097","16,666",0,"1,759",0,0,0,0,0,0,0,580,0
E14000839,E12000009,North Dorset,Dorset,South West,England,County,13/12/2019 05:58,Simon,Hoare,Male,Con hold,Con,LD,"76,765","56,107",263,"35,705",63.6%,"24,301","35,705","6,737","11,404",0,"2,261",0,0,0,0,0,0,0,0,0
N06000013,N92000002,North Down,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 01:52,Stephen,Farry,Male,APNI gain from Ind,APNI,DUP,"67,099","40,643",172,"18,358",45.2%,"2,968","1,959",0,0,0,0,0,0,"15,390",0,0,"4,936","18,358",0,0
