ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,FormulaWonVotes,FormulaWonShare,WinningVotes,WinningVoteShare,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14001356,E12000009,Melksham and Devizes,,South West,England,Brian,Mathew,Male,LD gain from Con,LD,Con,73482,51203,203,2401,20031,39.1%,20031,39.1%,17630,4587,20031,6726,2229,0,0,0,0,0,0,0,0,0
E14001357,E12000004,Melton and Syston,,East Midlands,England,Edward,Argar,Male,Con hold,Con,Lab,74316,45986,163,5396,17526,38.1%,17526,38.1%,17526,12130,2547,8945,3685,0,0,0,0,0,0,0,1153,0
E14001358,E12000005,Meriden and Solihull East,,West Midlands,England,Saqib,Bhatti,Male,Con hold,Con,Lab,73659,44035,161,4584,16792,38.1%,16792,38.1%,16792,12208,3353,8753,2929,0,0,0,0,0,0,0,0,0
W07000099,W92000004,Merthyr Tydfil and Aberdare,,Wales,Wales,Gerald,Jones,Male,Lab hold,Lab,RUK,74460,35215,115,7447,15791,44.8%,15791,44.8%,2687,15791,1276,8344,1231,0,4768,0,0,0,0,0,1118,0
W07000100,W92000004,Mid and South Pembrokeshire,,Wales,Wales,Henry,Tufnell,Male,Lab gain from Con,Lab,Con,79033,46629,147,1878,16505,35.4%,16505,35.4%,14627,16505,2372,7828,1654,0,2962,0,0,0,0,0,681,0
E14001359,E12000006,Mid Bedfordshire,,East of England,England,Blake,Stephenson,Male,Con hold,Con,Lab,75457,49621,179,1321,16912,34.1%,16912,34.1%,16912,15591,4068,8594,2584,0,0,0,0,0,0,0,1872,0
E14001360,E12000008,Mid Buckinghamshire,,South East,England,Greg,Smith,Male,Con hold,Con,LD,75622,53951,231,5872,20150,37.3%,20150,37.3%,20150,9171,14278,6926,2942,0,0,0,0,0,0,0,484,0
E14001361,E12000002,Mid Cheshire,,North West,England,Andrew,Cooper,Male,Lab gain from Con,Lab,Con,70384,41509,115,8927,18457,44.5%,18457,44.5%,9530,18457,2465,7967,1967,0,0,0,0,0,0,0,1123,0
E14001362,E12000004,Mid Derbyshire,,East Midlands,England,Jonathan,Davies,Male,Lab gain from Con,Lab,Con,69917,47543,153,1878,17346,36.5%,17346,36.5%,15468,17346,2361,8356,3547,0,0,0,0,0,0,0,465,0
E14001363,E12000009,Mid Dorset and North Poole,,South West,England,Vikki,Slade,Female,LD gain from Con,LD,Con,75294,49514,798,1352,21442,43.3%,21442,43.3%,20090,4566,21442,0,2355,0,0,0,0,0,0,0,1061,0
S14000097,S92000003,Mid Dunbartonshire,,Scotland,Scotland,Susan,Murray,Female,LD gain from SNP,LD,SNP,73603,52738,132,9673,22349,42.4%,22349,42.4%,2452,10993,22349,2099,1720,12676,0,0,0,0,0,0,449,0
E14001364,E12000004,Mid Leicestershire,,East Midlands,England,Peter,Bedford,Male,Con hold,Con,Lab,75924,48050,181,2201,17735,36.9%,17735,36.9%,17735,15534,2444,8923,3414,0,0,0,0,0,0,0,0,0
E14001365,E12000006,Mid Norfolk,,East of England,England,George,Freeman,Male,Con hold,Con,Lab,75238,45897,222,3054,16770,36.5%,16770,36.5%,16770,13716,3126,9427,2858,0,0,0,0,0,0,0,0,0
E14001366,E12000008,Mid Sussex,,South East,England,Alison,Bennett,Female,LD gain from Con,LD,Con,75969,53328,145,6662,21136,39.6%,21136,39.6%,14474,9397,21136,5921,2048,0,0,0,0,0,0,0,352,0
N05000010,N92000002,Mid Ulster,,Northern Ireland,Northern Ireland,Cathal,Mallaghan,Male,SF hold,SF,DUP,74000,45445,246,14923,24085,53.0%,24085,53.0%,0,0,0,0,0,0,0,9162,24085,3722,2269,2001,4206,0
E14001367,E12000001,Middlesbrough and Thornaby East,,North East,England,Andy,McDonald,Male,Lab hold,Lab,RUK,75123,34407,92,9192,16238,47.2%,16238,47.2%,6174,16238,1037,7046,1522,0,0,0,0,0,0,0,2390,0
E14001368,E12000001,Middlesbrough South and East Cleveland,,North East,England,Luke,Myer,Male,Lab gain from Con,Lab,Con,70331,38035,529,214,16468,43.3%,16468,43.3%,16254,16468,2032,0,1446,0,0,0,0,0,0,0,1835,0
S14000045,S92000003,Midlothian,,Scotland,Scotland,Kirsty,McNeill,Female,Lab gain from SNP,Lab,SNP,73554,44165,162,8167,21480,48.6%,21480,48.6%,3248,21480,2589,3276,0,13313,0,0,0,0,0,0,259,0
E14001369,E12000008,Milton Keynes Central,,South East,England,Emily,Darlington,Female,Lab gain from Con,Lab,Con,81078,47729,201,7291,20209,42.3%,20209,42.3%,12918,20209,4931,6245,3226,0,0,0,0,0,0,0,200,0
E14001370,E12000008,Milton Keynes North,,South East,England,Chris,Curtis,Male,Lab gain from Con,Lab,Con,70709,45977,184,5430,19318,42.0%,19318,42.0%,13888,19318,3365,6164,3242,0,0,0,0,0,0,0,0,0
E14001371,E12000007,Mitcham and Morden,,London,England,Siobhain,McDonagh,Female,Lab hold,Lab,Con,77282,45255,182,18761,25085,55.4%,25085,55.4%,6324,25085,3622,4135,4635,0,0,0,0,0,0,0,1454,0
W07000101,W92000004,Monmouthshire,,Wales,Wales,Catherine,Fookes,Female,Lab gain from Con,Lab,Con,74823,50844,154,3338,21010,41.3%,21010,41.3%,17672,21010,2279,5438,2357,0,1273,0,0,0,0,0,815,0
W07000102,W92000004,Montgomeryshire and Glyndŵr,,Wales,Wales,Steve,Witherden,Male,Lab gain from Con,Lab,RUK,74039,43259,193,3815,12709,29.4%,12709,29.4%,7775,12709,6470,8894,1744,0,5667,0,0,0,0,0,0,0
S14000098,S92000003,"Moray West, Nairn and Strathspey",,Scotland,Scotland,Graham,Leadbitter,Male,SNP hold,SNP,Con,77243,46554,167,1001,14961,32.1%,14961,32.1%,13960,8259,3785,3490,1676,14961,0,0,0,0,0,0,423,0
E14001372,E12000002,Morecambe and Lunesdale,,North West,England,Lizzi,Collinge,Female,Lab gain from Con,Lab,Con,76424,48059,171,5815,19603,40.8%,19603,40.8%,13788,19603,4769,7810,2089,0,0,0,0,0,0,0,0,0
S14000099,S92000003,"Motherwell, Wishaw and Carluke",,Scotland,Scotland,Pamela,Nash,Female,Lab gain from SNP,Lab,SNP,71777,39026,125,7085,19168,49.1%,19168,49.1%,2415,19168,822,3004,1200,12083,0,0,0,0,0,0,334,0
S14000027,S92000003,Na h-Eileanan an Iar,,Scotland,Scotland,Torcuil,Crichton,Male,Lab gain from SNP,Lab,SNP,21325,13528,53,3836,6692,49.5%,6692,49.5%,647,6692,382,697,0,2856,0,0,0,0,0,0,2254,0
W07000103,W92000004,Neath and Swansea East,,Wales,Wales,Carolyn,Harris,Female,Lab hold,Lab,RUK,76291,40137,132,6627,16797,41.8%,16797,41.8%,3765,16797,2344,10170,1711,0,5350,0,0,0,0,0,0,0
E14001373,E12000008,New Forest East,,South East,England,Julian,Lewis,Male,Con hold,Con,Lab,70618,45230,146,8495,17412,38.5%,17412,38.5%,17412,8917,7198,7646,3118,0,0,0,0,0,0,0,939,0
E14001374,E12000008,New Forest West,,South East,England,Desmond,Swayne,Male,Con hold,Con,Lab,68644,46337,152,5600,16412,35.4%,16412,35.4%,16412,10812,8186,7577,2800,0,0,0,0,0,0,0,550,0
E14001375,E12000004,Newark,,East Midlands,England,Robert,Jenrick,Male,Con hold,Con,Lab,79783,53459,198,3572,20968,39.2%,20968,39.2%,20968,17396,3026,8280,2345,0,0,0,0,0,0,0,1444,0
E14001376,E12000008,Newbury,,South East,England,Lee,Dillon,Male,LD gain from Con,LD,Con,71982,48930,173,2377,19645,40.1%,19645,40.1%,17268,3662,19645,5357,2714,0,0,0,0,0,0,0,284,0
E14001377,E12000001,Newcastle upon Tyne Central and West,,North East,England,Chi,Onwurah,Female,Lab hold,Lab,RUK,76822,41355,167,11060,18875,45.6%,18875,45.6%,4228,18875,1946,7815,3228,0,0,0,0,0,0,0,5263,0
E14001378,E12000001,Newcastle upon Tyne East and Wallsend,,North East,England,Mary,Glindon,Female,Lab hold,Lab,RUK,76245,42321,123,12817,21200,50.1%,21200,50.1%,3522,21200,2965,8383,5257,0,0,0,0,0,0,0,994,0
E14001379,E12000001,Newcastle upon Tyne North,,North East,England,Catherine,McKinnell,Female,Lab hold,Lab,Con,74768,48617,197,17762,24440,50.3%,24440,50.3%,6678,24440,5936,5933,5035,0,0,0,0,0,0,0,595,0
E14001380,E12000005,Newcastle-under-Lyme,,West Midlands,England,Adam,Jogee,Male,Lab gain from Con,Lab,Con,67815,39618,158,5069,15992,40.4%,15992,40.4%,10923,15992,1987,8865,1851,0,0,0,0,0,0,0,0,0
W07000104,W92000004,Newport East,,Wales,Wales,Jessica,Morden,Female,Lab hold,Lab,RUK,76683,38531,154,9009,16370,42.5%,16370,42.5%,6487,16370,2045,7361,2092,0,2239,0,0,0,0,0,1937,0
W07000105,W92000004,Newport West and Islwyn,,Wales,Wales,Ruth,Jones,Female,Lab hold,Lab,RUK,75785,41951,163,8868,17409,41.5%,17409,41.5%,6710,17409,2087,8541,2078,0,3529,0,0,0,0,0,1597,0
N05000011,N92000002,Newry and Armagh,,Northern Ireland,Northern Ireland,Dáire,Hughes,Male,SF hold,SF,SDLP,78244,45942,294,15493,22299,48.5%,22299,48.5%,83,0,0,0,0,0,0,5900,22299,6806,3175,2692,4987,0
E14001381,E12000009,Newton Abbot,,South West,England,Martin,Wrigley,Male,LD gain from Con,LD,Con,73885,47992,158,2246,15201,31.7%,15201,31.7%,12955,7115,15201,8494,2083,0,0,0,0,0,0,0,2144,0
E14001382,E12000001,Newton Aycliffe and Spennymoor,,North East,England,Alan,Strickland,Male,Lab gain from Con,Lab,RUK,72215,39846,79,8839,18394,46.2%,18394,46.2%,8195,18394,1491,9555,1701,0,0,0,0,0,0,0,510,0
E14001383,E12000003,Normanton and Hemsworth,,Yorkshire and The Humber,England,Jon,Trickett,Male,Lab hold,Lab,RUK,75645,36349,137,6662,17275,47.5%,17275,47.5%,4995,17275,1319,10613,2147,0,0,0,0,0,0,0,0,0
N05000012,N92000002,North Antrim,,Northern Ireland,Northern Ireland,Jim,Allister,Male,TUV gain from DUP,TUV,DUP,74697,41185,176,450,11192,27.2%,11192,27.2%,0,0,0,0,0,0,0,11192,7714,1661,3901,4488,12229,11642
S14000048,S92000003,North Ayrshire and Arran,,Scotland,Scotland,Irene,Campbell,Female,Lab gain from SNP,Lab,SNP,72176,42262,161,3551,16821,39.8%,16821,39.8%,5954,16821,1005,3415,1327,13270,0,0,0,0,0,0,470,0
E14001384,E12000006,North Bedfordshire,,East of England,England,Richard,Fuller,Male,Con hold,Con,Lab,78850,51561,210,5414,19981,38.8%,19981,38.8%,19981,14567,5553,8433,3027,0,0,0,0,0,0,0,0,0
E14001385,E12000009,North Cornwall,,South West,England,Ben,Maguire,Male,LD gain from Con,LD,Con,76741,51245,47,9957,24094,47.0%,24094,47.0%,14137,2958,24094,8444,1335,0,0,0,0,0,0,0,277,0
E14001386,E12000009,North Cotswolds,,South West,England,Geoffrey,Clifton-Brown,Male,Con hold,Con,LD,73203,50229,188,3357,17426,34.7%,17426,34.7%,17426,8593,14069,6502,3191,0,0,0,0,0,0,0,448,0
E14001387,E12000009,North Devon,,South West,England,Ian,Roome,Male,LD gain from Con,LD,Con,79079,51417,132,6744,21820,42.4%,21820,42.4%,15076,3216,21820,8137,2348,0,0,0,0,0,0,0,820,0
E14001388,E12000009,North Dorset,,South West,England,Simon,Hoare,Male,Con hold,Con,LD,72690,49683,153,1589,18208,36.6%,18208,36.6%,18208,4370,16619,7894,2082,0,0,0,0,0,0,0,510,0
N05000013,N92000002,North Down,,Northern Ireland,Northern Ireland,Alex,Easton,Male,Ind gain from APNI,Ind,APNI,73885,43296,168,7305,13608,31.4%,13608,31.4%,0,0,0,0,1247,0,0,0,0,657,6754,13608,21030,20913
E14001389,E12000001,North Durham,,North East,England,Luke,Akehurst,Male,Lab hold,Lab,RUK,73226,41565,162,5873,16562,39.8%,16562,39.8%,6492,16562,4208,10689,2366,0,0,0,0,0,0,0,1248,0
E14001390,E12000006,North East Cambridgeshire,,East of England,England,Steve,Barclay,Male,Con hold,Con,RUK,71511,39176,145,7189,16246,41.5%,16246,41.5%,16246,8008,2716,9057,2001,0,0,0,0,0,0,0,1148,0
E14001391,E12000004,North East Derbyshire,,East Midlands,England,Louise,Jones,Female,Lab gain from Con,Lab,Con,73234,45866,120,1753,17591,38.4%,17591,38.4%,15838,17591,2159,7899,2271,0,0,0,0,0,0,0,108,0
S14000100,S92000003,North East Fife,,Scotland,Scotland,Wendy,Chamberlain,Female,LD gain from SNP,LD,SNP,69762,42728,147,13479,23384,54.7%,23384,54.7%,1666,4026,23384,2094,1653,9905,0,0,0,0,0,0,0,0
E14001392,E12000008,North East Hampshire,,South East,England,Alex,Brewer,Female,LD gain from Con,LD,Con,76923,55560,143,634,21178,38.1%,21178,38.1%,20544,5057,21178,6673,1425,0,0,0,0,0,0,0,683,0
E14001393,E12000006,North East Hertfordshire,,East of England,England,Chris,Hinchliff,Male,Lab gain from Con,Lab,Con,77697,52520,173,1923,18358,35.0%,18358,35.0%,16435,18358,5463,8462,3802,0,0,0,0,0,0,0,0,0
E14001394,E12000009,North East Somerset and Hanham,,South West,England,Dan,Norris,Male,Lab gain from Con,Lab,Con,73889,51125,142,5319,20739,40.6%,20739,40.6%,15420,20739,3878,7424,3222,0,0,0,0,0,0,0,442,0
E14001395,E12000005,North Herefordshire,,West Midlands,England,Ellie,Chowns,Female,Green gain from Con,Green,Con,72797,50362,145,5894,21736,43.2%,21736,43.2%,15842,3205,1436,8048,21736,0,0,0,0,0,0,0,95,0
E14001396,E12000006,North Norfolk,,East of England,England,Steffan,Aquarone,Male,LD gain from Con,LD,Con,71438,47043,138,2585,19488,41.4%,19488,41.4%,16903,2878,19488,6368,1406,0,0,0,0,0,0,0,0,0
E14001397,E12000001,North Northumberland,,North East,England,David,Smith,Male,Lab gain from Con,Lab,Con,74190,48843,149,5067,17855,36.6%,17855,36.6%,12788,17855,5169,7688,1743,0,0,0,0,0,0,0,3600,0
E14001398,E12000005,North Shropshire,,West Midlands,England,Helen,Morgan,Female,LD gain from Con,LD,Con,77573,49594,120,15311,26214,52.9%,26214,52.9%,10903,3423,26214,7687,1234,0,0,0,0,0,0,0,133,0
E14001399,E12000009,North Somerset,,South West,England,Sadik,Al-Hassan,Male,Lab gain from Con,Lab,Con,74426,53766,177,639,19138,35.6%,19138,35.6%,18499,19138,7121,5602,3273,0,0,0,0,0,0,0,133,0
E14001400,E12000005,North Warwickshire and Bedworth,,West Midlands,England,Rachel,Taylor,Female,Lab gain from Con,Lab,Con,69752,40940,141,2198,14727,36.0%,14727,36.0%,12529,14727,1228,10701,1755,0,0,0,0,0,0,0,0,0
E14001401,E12000006,North West Cambridgeshire,,East of England,England,Sam,Carling,Male,Lab gain from Con,Lab,Con,75915,44424,184,39,14785,33.3%,14785,33.3%,14746,14785,3192,8741,2960,0,0,0,0,0,0,0,0,0
E14001402,E12000006,North West Essex,,East of England,England,Kemi,Badenoch,Female,Con hold,Con,Lab,79698,54386,215,2610,19360,35.6%,19360,35.6%,19360,16750,6055,7668,2846,0,0,0,0,0,0,0,1707,0
E14001403,E12000008,North West Hampshire,,South East,England,Kit,Malthouse,Male,Con hold,Con,Lab,78629,50823,171,3288,17770,35.0%,17770,35.0%,17770,14482,7626,7734,2745,0,0,0,0,0,0,0,466,0
E14001404,E12000004,North West Leicestershire,,East Midlands,England,Amanda,Hack,Female,Lab gain from Con,Lab,Con,77750,48572,137,1012,16871,34.7%,16871,34.7%,15859,16871,1629,9678,2831,0,0,0,0,0,0,0,1704,0
E14001405,E12000006,North West Norfolk,,East of England,England,James,Wild,Male,Con hold,Con,Lab,74415,44566,187,4954,16097,36.1%,16097,36.1%,16097,11143,6492,8697,2137,0,0,0,0,0,0,0,0,0
E14001406,E12000004,Northampton North,,East Midlands,England,Lucy,Rigby,Female,Lab gain from Con,Lab,Con,75575,41813,138,9014,18209,43.5%,18209,43.5%,9195,18209,2251,7010,2558,0,0,0,0,0,0,0,2590,0
E14001407,E12000004,Northampton South,,East Midlands,England,Mike,Reader,Male,Lab gain from Con,Lab,Con,70393,43904,159,4071,16890,38.5%,16890,38.5%,12819,16890,3193,8210,2398,0,0,0,0,0,0,0,394,0
E14001408,E12000006,Norwich North,,East of England,England,Alice,Macdonald,Female,Lab gain from Con,Lab,Con,73717,45765,185,10850,20794,45.4%,20794,45.4%,9944,20794,2073,8229,4372,0,0,0,0,0,0,0,353,0
E14001409,E12000006,Norwich South,,East of England,England,Clive,Lewis,Male,Lab hold,Lab,Green,76296,45095,179,13239,21484,47.6%,21484,47.6%,5806,21484,3577,5227,8245,0,0,0,0,0,0,0,756,0
E14001410,E12000004,Nottingham East,,East Midlands,England,Nadia,Whittome,Female,Lab hold,Lab,Green,69395,36401,226,15162,19494,53.6%,19494,53.6%,3925,19494,1741,3578,4332,0,0,0,0,0,0,0,3331,0
E14001411,E12000004,Nottingham North and Kimberley,,East Midlands,England,Alex,Norris,Male,Lab hold,Lab,RUK,73768,35007,200,9427,16480,47.1%,16480,47.1%,6787,16480,1336,7053,3351,0,0,0,0,0,0,0,0,0
E14001412,E12000004,Nottingham South,,East Midlands,England,Lilian,Greenwood,Female,Lab hold,Lab,Con,64255,32879,164,10294,15579,47.4%,15579,47.4%,5285,15579,2059,4936,2923,0,0,0,0,0,0,0,2097,0
E14001413,E12000005,Nuneaton,,West Midlands,England,Jodie,Gosling,Female,Lab gain from Con,Lab,Con,71843,41213,105,3479,15216,36.9%,15216,36.9%,11737,15216,1340,9059,2894,0,0,0,0,0,0,0,967,0
E14001414,E12000007,Old Bexley and Sidcup,,London,England,Louie,French,Male,Con hold,Con,Lab,73198,47633,126,3548,17910,37.6%,17910,37.6%,17910,14362,1927,10384,2601,0,0,0,0,0,0,0,449,0
E14001415,E12000002,Oldham East and Saddleworth,,North West,England,Debbie,Abrahams,Female,Lab hold,Lab,RUK,73460,40065,157,6357,14091,35.2%,14091,35.2%,6838,14091,3386,7734,1490,0,0,0,0,0,0,0,6526,0
E14001416,E12000002,"Oldham West, Chadderton and Royton",,North West,England,Jim,McMahon,Male,Lab hold,Lab,Ind,76031,38573,199,4976,13232,34.3%,13232,34.3%,4066,13232,1271,6848,1857,0,0,0,0,0,0,0,11299,0
S14000051,S92000003,Orkney and Shetland,,Scotland,Scotland,Alistair,Carmichael,Male,LD hold,LD,SNP,34236,20688,106,7807,11392,55.1%,11392,55.1%,586,1493,11392,1586,2046,3585,0,0,0,0,0,0,0,0
E14001417,E12000007,Orpington,,London,England,Gareth,Bacon,Male,Con hold,Con,Lab,71284,46073,165,5118,17504,38.0%,17504,38.0%,17504,12386,4728,8896,2319,0,0,0,0,0,0,0,240,0
E14001418,E12000003,Ossett and Denby Dale,,Yorkshire and The Humber,England,Jade,Botterill,Female,Lab gain from Con,Lab,Con,72312,43873,120,4542,17232,39.3%,17232,39.3%,12690,17232,1785,9224,2132,0,0,0,0,0,0,0,810,0
E14001419,E12000008,Oxford East,,South East,England,Anneliese,Dodds,Female,Lab hold,Lab,Green,71845,39341,390,14465,19541,49.7%,19541,49.7%,4739,19541,3437,0,5076,0,0,0,0,0,0,0,6548,0
E14001420,E12000008,Oxford West and Abingdon,,South East,England,Layla,Moran,Female,LD hold,LD,Con,69851,45998,196,14894,23414,50.9%,23414,50.9%,8520,5981,23414,4164,3236,0,0,0,0,0,0,0,683,0
S14000101,S92000003,Paisley and Renfrewshire North,,Scotland,Scotland,Alison,Taylor,Female,Lab gain from SNP,Lab,SNP,71103,41519,144,6333,19561,47.1%,19561,47.1%,2659,19561,1374,3228,1469,13228,0,0,0,0,0,0,0,0
